u,v,w,hgt
-0.2264749,2.150193,-0.003780314,1354.564
-0.1767511,2.129248,-0.007460385,1354.724
-0.3665149,2.075335,-0.006978178,1356.267
-0.6404489,2.189055,-0.009035314,1357.85
-0.7878104,2.473902,-0.01282179,1359.938
-0.7270108,2.733059,-0.01325764,1363.55
-0.5512955,2.881861,-0.01370239,1365.886
-0.4046787,3.045308,-0.01646476,1368.337
-0.2949377,3.359982,-0.01725728,1373.334
0.01815017,3.683615,-0.02376221,1372.256
0.3951867,3.71082,-0.01702311,1365.349
0.5084754,-0.6918444,-0.0006864271,1312.6
0.4323054,-0.6995938,-0.000835244,1314.062
0.3493739,-0.588078,-0.001486008,1314.635
0.2518014,-0.3754839,-0.001590636,1314.392
0.1560635,-0.1666663,-0.0002503023,1314.581
0.07470025,-0.02728394,-0.0005128309,1314.988
0.007118061,0.0926363,-0.000216149,1314.288
-0.1095773,0.2831953,0.0008396463,1313.334
-0.3566605,0.5338261,0.001283099,1313.215
-0.7183712,0.7693297,-0.0002041217,1314.215
-1.052602,0.9164813,-0.0006628053,1315.096
-1.281948,0.9217271,0.0002621037,1313.183
-1.596939,0.9921693,-2.008222e-05,1311.471
-1.977952,1.133136,-0.004674387,1313.437
-2.233901,1.262819,-0.003112827,1315.531
-2.325388,1.414572,-0.001574653,1315.203
-2.483961,1.721095,-0.0001870185,1313.843
-2.677937,2.018378,-0.01099961,1315.413
-2.758453,1.996855,-0.01486003,1319.425
-2.592486,1.683712,-0.008327035,1321.158
-2.256259,1.324671,-0.004332047,1322.985
-1.884247,0.9846206,-0.00275734,1324.976
-1.702837,0.4330542,-5.707943e-05,1325.765
-1.904615,-0.4002001,0.0009692413,1327.087
-2.301323,-1.201489,0.006058121,1328.565
-2.577047,-1.829373,0.0105673,1328.951
-2.590065,-2.426405,0.007669556,1327.847
-2.292337,-2.912957,-0.004213385,1328.46
-1.651737,-2.918492,-0.004247644,1331.521
-1.171417,-1.728204,-0.002599386,1334.316
-1.747293,0.5425447,-0.0497402,1357.224
-2.907524,1.715419,-0.1173372,1395.532
-2.88893,2.10254,-0.1380028,1393.945
-1.913619,2.405061,-0.08531685,1359.225
-1.104645,2.533878,-0.008555058,1340.988
-0.6949673,2.302815,0.00862571,1343.198
-0.612205,1.879582,0.006962683,1348.458
-0.6608368,1.591482,0.005003509,1349.684
-0.6826789,1.610078,0.001347112,1349.47
-0.5803523,1.85888,-0.002779007,1349.661
-0.4402866,2.033064,-0.003502053,1349.585
-0.3668974,2.117381,-0.003751047,1349.447
-0.4506889,2.133485,-0.003872981,1350.038
-0.611632,2.246899,-0.004365551,1350.252
-0.7301307,2.459604,-0.00447345,1351.307
-0.722775,2.686893,-0.007150749,1354.911
-0.6156064,2.872792,-0.009222287,1357.72
-0.4999441,3.112581,-0.00886998,1361.459
-0.3179041,3.401989,-0.01207957,1364.346
-0.01583533,3.463172,-0.008970995,1359.797
0.07114884,3.123807,0.003888488,1359.536
0.518294,-0.6695769,-0.0007054742,1314.737
0.4461531,-0.6079739,0.000584904,1315.667
0.3532664,-0.4686156,-0.0006526402,1316.571
0.2929578,-0.2595711,0.0002578112,1315.263
0.2345309,-0.05731849,-0.0002093481,1313.866
0.181181,0.09288402,-7.008973e-05,1314.191
0.1442367,0.1938846,-0.000381812,1314.038
0.0923695,0.3155693,-0.0007576644,1313.231
-0.08030667,0.5117236,0.0009376414,1312.94
-0.3804258,0.7301584,0.001199106,1313.409
-0.7158414,0.8569763,0.0001202205,1314.034
-1.070361,0.8859029,0.0009781558,1312.905
-1.547629,1.101674,0.0008108059,1311.776
-2.064461,1.449229,-0.001632472,1313.78
-2.421771,1.760954,-0.001588098,1316.391
-2.559587,1.956349,-0.002299611,1316.539
-2.594524,2.140324,0.00236318,1315.002
-2.521553,2.275784,0.002441452,1315.07
-2.333152,2.177793,-0.001630613,1318.305
-2.097152,1.789671,-0.001265145,1322.335
-1.886425,1.337269,-0.0005962372,1325.335
-1.735474,0.8743709,-0.0001320312,1326.297
-1.824837,0.1562982,0.004846932,1326.367
-2.354736,-0.7156922,0.01005698,1326.833
-2.987618,-1.536413,0.008272083,1328.017
-3.333682,-2.261306,0.005007907,1329.28
-3.291714,-2.843785,-0.01818507,1329.833
-2.803693,-3.183701,-0.05026047,1333.256
-2.019529,-3.414743,-0.03723035,1336.956
-1.287393,-3.00822,-0.0108302,1337.477
-1.128628,-0.8282394,0.01101677,1347.762
-1.395699,1.415367,-0.001665716,1357.95
-1.385285,2.100948,-0.01165164,1347.463
-0.9958668,2.003453,0.008805509,1337.785
-0.6948771,1.660776,0.01140664,1341.376
-0.695148,1.277024,0.004316172,1344.928
-0.794776,1.075175,-0.001327543,1345.433
-0.8636678,1.111515,-0.004898444,1345.314
-0.8384159,1.437942,-0.003864816,1344.855
-0.7459368,1.864451,-0.005218489,1344.573
-0.6323402,2.062463,-0.005434877,1345.019
-0.5390005,2.091195,-0.002620363,1345.356
-0.5399688,2.014116,-0.001447546,1345.234
-0.6365567,1.951532,-0.001066866,1345.09
-0.732609,2.019774,-0.0005185811,1346.402
-0.7566224,2.246229,-0.001204354,1348.418
-0.7452889,2.534193,-0.003796554,1351.595
-0.6813165,2.766834,-0.003956295,1357.947
-0.4261112,2.781494,-0.002093463,1357.86
-0.2712435,2.509129,0.002194884,1354.96
-0.4333675,2.243395,-0.00016497,1363.734
0.5316757,-0.5851723,9.582043e-05,1314.005
0.4664606,-0.5108883,0.001208272,1313.847
0.3704635,-0.3572854,0.0007442134,1313.446
0.2843179,-0.1777233,0.0006096853,1312.566
0.2250402,-0.01590881,0.0002673558,1312.441
0.1878845,0.1350146,-0.0002657066,1313.672
0.1887199,0.284501,-0.000952636,1313.869
0.1678293,0.4147184,-0.0002902976,1313.048
0.04772207,0.5755231,-0.0005391203,1312.921
-0.2061154,0.7846743,-0.001450812,1313.61
-0.5428676,0.9813474,0.000971435,1314.569
-1.045042,1.148616,0.001255533,1314.055
-1.671485,1.467922,0.0002834837,1313.751
-2.22248,1.903061,-0.002372433,1315.642
-2.537364,2.287082,-0.003168195,1317.236
-2.612466,2.490581,-0.003771704,1317.193
-2.51042,2.516899,-0.0006821441,1317.512
-2.171422,2.455582,0.003140757,1318.67
-1.736055,2.259706,0.00323975,1320.2
-1.47522,1.833517,6.956812e-05,1323.547
-1.495005,1.285335,-0.001411487,1326.037
-1.810742,0.6695957,0.00512688,1324.777
-2.541983,-0.1446664,0.008571591,1324.61
-3.38953,-1.033559,0.0002434901,1327.608
-3.855978,-1.805584,-0.003744656,1329.997
-3.951986,-2.493279,-0.02325178,1331.229
-3.734469,-3.042931,-0.07632856,1340.548
-3.041638,-3.352329,-0.0697429,1353.267
-1.991579,-3.448318,-0.01650646,1348.743
-1.120872,-3.31241,0.008023866,1338.369
-0.8148462,-2.052846,0.01743724,1338.403
-0.794119,-0.05735382,0.01411345,1338.732
-0.7029908,0.9051268,0.007898152,1337.35
-0.6634417,0.9064376,0.005726182,1338.017
-0.7268732,0.821579,-0.0004639754,1338.593
-0.9341903,0.8359794,-0.003042668,1340.115
-1.07235,0.9069574,-0.00238374,1341.955
-1.064547,1.095128,-0.002271958,1342.111
-0.9678352,1.514315,-0.002256455,1340.755
-0.8623852,1.900931,-0.002444612,1339.621
-0.7720177,2.017677,-0.002853241,1340.413
-0.7170106,1.865891,-0.001092571,1341.947
-0.7243602,1.567775,-1.977932e-05,1343.369
-0.7612491,1.345872,0.0002791042,1344.639
-0.7884937,1.368636,0.0003048274,1345.67
-0.8611796,1.598359,3.60335e-05,1346.357
-0.9496806,1.81529,-0.003527372,1351.413
-0.8411857,1.811522,-0.002088768,1358.448
-0.5189376,1.604521,0.001249395,1356.836
-0.4833784,1.481722,0.0003435698,1357.047
-0.6910785,1.693087,-0.008856233,1366.898
0.5518435,-0.5394405,-0.001070092,1315.066
0.4777275,-0.4708774,-0.0002299371,1313.44
0.3614468,-0.3339998,7.426102e-05,1311.464
0.233845,-0.1706185,7.291594e-05,1312.067
0.1770266,0.003958083,-0.000253615,1313.772
0.1739328,0.1998911,-0.0006845307,1315.018
0.1806929,0.3841963,-0.0005054669,1314.969
0.154783,0.5421333,-0.00017113,1313.977
0.07171033,0.7308204,-0.000457486,1313.174
-0.1374592,0.9754505,-0.001499864,1313.171
-0.5128028,1.264995,-0.001158772,1313.928
-1.117134,1.604667,-0.001111482,1313.504
-1.798951,2.016078,-0.003511799,1313.026
-2.270447,2.4585,-0.006440004,1314.004
-2.416908,2.794634,-0.006586082,1314.625
-2.316775,2.907676,-0.004090564,1315.117
-2.051427,2.789161,-0.002084351,1317.844
-1.664201,2.525338,0.001141888,1320.924
-1.275537,2.18256,0.002686941,1322.262
-1.066183,1.757726,-0.0005906458,1322.881
-1.282139,1.233757,0.003726473,1322.038
-2.295096,0.5128387,0.01162111,1320.649
-3.619543,-0.3364511,-0.009745308,1323.961
-4.27656,-1.056886,-0.02184888,1330.723
-4.280721,-1.64351,-0.00697534,1332.83
-4.248499,-2.288809,-0.05374746,1336.02
-4.015349,-2.894038,-0.1040965,1355.27
-3.110262,-3.24069,-0.03996478,1368.083
-1.815425,-3.240524,0.006054372,1350.726
-0.8904466,-3.076846,0.01022077,1334.078
-0.660672,-2.425691,0.00810553,1332.966
-0.6881925,-1.14723,0.003480276,1333.937
-0.6869109,-0.1482201,0.001700841,1335.61
-0.6839643,0.3093092,0.0006102056,1336.436
-0.8508605,0.5965623,0.001192234,1335.661
-1.147426,0.8341273,-0.0005979898,1336.091
-1.380397,1.046708,-0.002764557,1338.252
-1.358651,1.239922,-0.001693323,1339.915
-1.160591,1.502232,0.0001373821,1339.147
-0.9781751,1.672756,0.003256261,1337.961
-0.9164358,1.677716,-0.0009835805,1339.017
-0.9407221,1.437254,-0.0005243812,1340.953
-0.9418499,1.088439,0.003603653,1343.099
-0.9004987,0.9138488,0.0002156689,1345.07
-0.8859407,0.9853685,-0.0005655019,1345.764
-0.9832856,1.15084,-0.003864764,1348.097
-1.060331,1.246714,-0.007022538,1355.206
-0.9027097,1.15708,-0.003965541,1359.883
-0.6376434,1.037431,0.0002570776,1357.515
-0.6387979,1.259666,-0.0009428834,1357.458
-0.807467,1.688914,-0.01340733,1363.882
0.5809982,-0.4744391,-0.001583313,1318.249
0.4982377,-0.384731,-0.001429971,1316.114
0.3456694,-0.2792636,-0.0004316103,1314.702
0.2018086,-0.0903902,-0.00061639,1314.999
0.1526795,0.1310799,-0.0008784168,1315.225
0.172534,0.3493051,-0.001273961,1314.521
0.1694826,0.5356722,-0.001274588,1314.111
0.1121863,0.7057585,-0.00184271,1313.99
0.03983546,0.9119456,-0.001496866,1312.398
-0.1018914,1.175267,0.000252472,1311.035
-0.5094818,1.557744,-0.0004433124,1311.138
-1.153333,2.036641,0.0005421611,1310.565
-1.785258,2.520546,-0.00111905,1310.147
-2.071743,2.928824,-0.002710957,1311.114
-2.016472,3.136871,-0.002899223,1312.326
-1.729133,3.086082,0.0007320546,1314.474
-1.385587,2.824986,0.001843979,1318.02
-1.172853,2.443347,0.001554388,1322.4
-1.113485,2.007299,0.001577074,1325.576
-0.9838626,1.605418,0.006926266,1322.713
-1.303478,1.140077,0.01656128,1318.671
-2.791933,0.4372702,0.002336893,1321.883
-4.17928,-0.2410785,-0.0249584,1329.406
-4.40969,-0.7316535,-0.01309194,1334.699
-4.407226,-1.271242,0.001496352,1334.582
-4.479854,-1.943018,-0.07926711,1340.558
-4.310663,-2.627538,-0.1886753,1375.692
-3.228325,-3.034975,-0.1788397,1397.287
-1.677225,-3.035118,-0.09007002,1363.841
-0.6345208,-2.883379,-0.01356524,1333.984
-0.3349318,-2.411974,0.000318322,1331.394
-0.3824002,-1.348024,0.004574991,1331.578
-0.5130921,-0.3444864,0.003027614,1332.643
-0.6398103,0.2812836,0.001181437,1334.298
-0.8792221,0.5551053,0.0008614021,1335.259
-1.301693,0.8555644,0.0002518472,1335.289
-1.630461,1.147962,-0.001167665,1336.38
-1.591343,1.302979,-0.001497175,1337.929
-1.348123,1.360774,-0.0007204944,1338.584
-1.155335,1.353397,-0.0001186572,1339.356
-1.109631,1.301377,0.000197915,1340.515
-1.154649,1.136185,-0.0003879306,1341.561
-1.169305,0.9288982,-0.0002196302,1342.818
-1.062884,0.8894832,0.0002388889,1343.393
-0.9857697,0.9833245,-0.001762146,1344.167
-1.030031,1.122523,-0.005651764,1348.695
-1.01883,1.225957,-0.008097493,1353.47
-0.8860367,1.203359,-0.008531485,1354.777
-0.7659655,1.198548,-0.004837056,1355.174
-0.7443446,1.462703,-0.003612316,1354.917
-0.8670545,1.8519,-0.01374237,1357.057
0.6459957,-0.2831979,-0.002498251,1318.028
0.5603068,-0.1768577,-0.0005827122,1315.821
0.3711702,-0.07015431,-0.0003797695,1314.801
0.1957871,0.1064878,-0.001501229,1314.761
0.1295455,0.3133003,-0.002906617,1313.966
0.1572726,0.5014456,-0.003602992,1311.609
0.1538035,0.6662985,-0.001480152,1310.856
0.08351228,0.8633604,-0.001772575,1312.24
0.01153243,1.066378,3.857573e-05,1311.368
-0.09448294,1.259464,0.002606397,1310.178
-0.5343148,1.69125,0.002757512,1311.302
-1.168952,2.271853,0.004781224,1311.845
-1.598023,2.804432,0.005885549,1312.131
-1.618441,3.14009,0.005511441,1312.729
-1.362449,3.194098,0.004924252,1313.237
-1.018368,2.956073,0.00499798,1316.437
-0.8052229,2.587332,0.006310652,1320.409
-0.9074135,2.270272,0.00301458,1324.129
-1.151478,1.908113,-0.0006462043,1327.979
-1.218249,1.439367,0.008390444,1326.431
-1.638362,0.9398039,0.01438107,1324.46
-2.755142,0.478843,0.0001582105,1328.958
-3.613042,0.03164826,-0.008130929,1333.699
-3.826593,-0.4386342,-0.002853138,1335.721
-4.178048,-1.069027,0.0202603,1336.874
-4.592781,-1.749408,-0.1844748,1344.247
-4.595151,-2.421631,-0.4872594,1423.273
-3.417159,-2.807232,-0.2550439,1490.133
-1.392342,-2.755351,-0.1108516,1413.743
-0.05141388,-2.559298,-0.04021345,1339.156
0.1245677,-2.247795,-0.002622294,1332.749
0.003775462,-1.431502,0.00289819,1328.943
-0.2647516,-0.5171805,0.001655164,1329.727
-0.5295156,0.1828988,0.002000771,1332.509
-0.8018662,0.5290064,0.0008355553,1334.177
-1.330183,0.8596073,-0.0002270977,1334.985
-1.733502,1.131744,-0.0009210323,1336.355
-1.688172,1.234019,-0.0009480353,1337.604
-1.449131,1.234066,-0.000912447,1338.478
-1.298402,1.226652,-0.001225997,1339.572
-1.264642,1.223054,-0.0005058873,1340.426
-1.297434,1.136204,-0.00157944,1340.817
-1.269134,0.9816258,0.0007343532,1340.915
-1.095625,0.8799711,0.0001768498,1340.651
-0.9935616,0.948626,-0.001869279,1343.24
-0.9786708,1.077587,-0.002683399,1347.622
-0.8535186,1.174643,-0.002017529,1346.63
-0.8216503,1.222232,-0.004863417,1346.204
-0.8675099,1.370124,-0.007586697,1349.897
-0.8584916,1.604105,-0.007023054,1349.886
-0.9128347,1.8808,-0.01031972,1349.922
0.7040318,-0.1043852,-0.0003249295,1316.212
0.626396,-0.002052926,0.0001991751,1313.555
0.4209812,0.1127207,0.0006905582,1311.013
0.1811789,0.2661504,0.0008602979,1311.201
0.05952426,0.4327983,-0.0005492263,1311.859
0.07198939,0.5505131,-4.255073e-06,1310.624
0.1123865,0.7220954,-0.0009847786,1310.313
0.1046472,0.990381,0.000446157,1311.854
0.1220994,1.215999,0.001913299,1312.123
0.03792793,1.358711,0.003497024,1312.112
-0.4928686,1.832968,0.003321473,1314.611
-1.062381,2.473934,0.005813495,1317.271
-1.196062,2.930933,0.008228402,1318.192
-0.9749368,3.07656,0.01605732,1318.173
-0.5994307,2.893369,0.009434405,1318.482
-0.3496411,2.527833,0.007287541,1321.95
-0.4328097,2.231126,0.004708597,1325.631
-0.8235659,2.120001,0.002066701,1325.905
-1.262534,1.903703,0.001429428,1326.973
-1.504019,1.365473,0.001010525,1329.242
-1.699834,0.8235345,0.00344657,1330.543
-1.933142,0.50331,0.002827974,1331.806
-2.243432,0.1093977,0.003307348,1333.306
-2.799815,-0.4605756,0.01320401,1334.8
-3.723399,-1.19522,-0.06427155,1342.486
-4.464782,-1.845307,-0.5208606,1394.799
-4.466679,-2.212883,-0.5982964,1520.518
-3.207051,-2.138372,-0.0007595718,1558.49
-0.8694002,-1.982906,-0.04818537,1431.903
0.5204675,-1.972625,-0.04202473,1343.57
0.5280806,-1.823907,-0.000579545,1333.974
0.2709598,-1.368216,-0.0003531453,1327.877
-0.1247067,-0.6815604,-0.0007979295,1329.301
-0.4321467,0.007225628,0.0009833254,1332.303
-0.6584412,0.4546232,0.001704143,1333.22
-1.181622,0.8259523,-0.0001849148,1333.903
-1.674566,1.086246,-0.002314559,1336.055
-1.68494,1.168104,-0.00208244,1338.109
-1.482645,1.183546,0.0001359736,1338.365
-1.341435,1.209339,-0.0004068942,1338.314
-1.340185,1.23006,-0.000598511,1339.112
-1.368588,1.21482,-0.0008148937,1339.321
-1.335515,1.045639,-0.000362784,1339.97
-1.156606,0.8684446,0.0006285269,1341.556
-0.992565,0.9209554,-0.001549459,1344.453
-0.903225,1.043103,-0.002370865,1345.719
-0.8286184,1.072438,0.001267254,1342.665
-0.8667725,1.07214,0.0005261783,1343.136
-0.9139487,1.416473,-0.005752757,1345.599
-0.8975535,1.793421,-0.007095981,1344.723
-0.9084477,1.779804,-0.005163094,1346.558
0.723273,0.002929063,-0.001160327,1315.835
0.6379761,0.07301155,0.0006854574,1314.591
0.4203639,0.1387191,0.00102015,1312.542
0.1594515,0.2940422,0.001504075,1311.649
-0.006305259,0.4843481,0.0002424891,1311.637
-0.01987654,0.6426272,-0.001192971,1311.414
0.0251635,0.8592026,-0.001506612,1312.158
0.2487312,1.137709,0.0003922589,1313.839
0.4750444,1.333698,0.001644217,1314.494
0.3916946,1.490233,0.003804141,1314.778
0.009555778,1.963156,0.002144877,1318.195
-0.3282965,2.598999,0.001972037,1322.527
-0.3831833,2.934586,0.002868061,1324.035
-0.1402397,2.818035,0.004650432,1324.345
0.1558903,2.42114,0.005346364,1325.135
0.1366028,2.105332,0.00282139,1326.912
-0.307713,2.06122,0.0004202425,1326.842
-0.8827513,2.061254,0.001900847,1324.992
-1.277804,1.809855,0.0009837728,1325.633
-1.336255,1.274193,-0.0002962068,1327.478
-1.112605,0.6721317,-0.0003302507,1329.095
-0.8672001,0.2651193,0.000484098,1330.46
-1.244381,-0.2295681,0.004487013,1333.581
-2.257198,-0.8215059,0.01327899,1336.746
-3.270766,-1.463503,-0.2719175,1363.238
-3.531119,-1.767285,-0.7597079,1503.178
-3.275088,-1.618089,-0.344471,1649.681
-2.291821,-1.249662,0.05392388,1576.069
-0.4938212,-1.218877,-0.06891274,1411.551
0.6543382,-1.348378,-0.02057364,1345.057
0.701749,-1.311596,-0.0001808104,1332.676
0.4091402,-1.111207,-0.001482319,1328.391
-0.006064667,-0.6536075,-0.001462836,1330.103
-0.3176948,-0.08414074,0.0001483958,1332.255
-0.515949,0.3546117,0.002010317,1332.576
-0.8608549,0.6899959,0.0007792343,1332.875
-1.35096,1.033481,-0.001906296,1334.472
-1.606678,1.161271,-0.001862939,1337.12
-1.506965,1.162481,-0.0003353163,1338.074
-1.383897,1.172657,-0.0002913033,1337.77
-1.385651,1.224366,-0.001149819,1338.519
-1.405485,1.259079,-0.0009394178,1339.355
-1.372785,1.219612,-0.001289162,1340.737
-1.226741,1.138374,-0.002342695,1342.219
-1.041404,1.197675,-0.002867499,1341.747
-0.9597107,1.296038,-0.002632006,1340.542
-1.035621,1.308285,-0.001177882,1341.586
-1.13214,1.315422,-0.001397318,1343.998
-1.069042,1.699497,-0.003342499,1343.957
-0.8218314,1.958157,-0.001436349,1343.369
-0.8199313,1.466757,0.007171659,1345.337
0.7006639,0.1546033,-0.0002514322,1314.962
0.594915,0.2181156,0.0003343648,1316.006
0.3740054,0.2918894,-0.0003970957,1317.299
0.1488826,0.4340037,-0.001656588,1316.372
-0.005153512,0.6159422,-0.0005074941,1314.15
-0.06431597,0.8093185,-0.0008084244,1313.461
-0.05565925,1.06953,-0.002777541,1314.416
0.285214,1.292365,-0.003090689,1315.177
0.7549365,1.346594,-0.001924856,1314.407
0.9558101,1.419183,0.00250566,1314.131
0.87502,1.821434,0.001914275,1317.977
0.7738907,2.441973,-0.002016138,1322.558
0.800164,2.741222,-0.001672347,1324.166
0.8993409,2.506393,-0.001194114,1324.557
0.8133918,2.120632,1.419725e-05,1324.904
0.2939385,2.00925,-0.0005867385,1325.515
-0.4253391,2.009268,0.001397194,1324.748
-0.8931491,1.784196,0.002606538,1324.666
-0.9445401,1.327363,0.001733441,1326.135
-0.7144735,0.8119402,0.001889165,1324.946
-0.5016131,0.3528291,0.0006676926,1326.075
-0.5537534,-0.1147387,0.0003551536,1329.685
-1.24439,-0.739911,0.004996955,1334.055
-2.255653,-1.310498,-0.0417635,1346.94
-2.682062,-1.598128,-0.3721489,1400.725
-2.271029,-1.526436,-0.639739,1584.71
-1.638028,-1.125495,-0.2908356,1765.184
-1.116436,-0.8986247,-0.135962,1674.41
-0.3080537,-0.9498162,-0.1640189,1453.744
0.4910231,-0.9576274,-0.03801369,1348.286
0.6997964,-0.8558431,0.002909787,1330.891
0.4655659,-0.7208642,-0.0007659777,1329.537
0.1057086,-0.43189,-0.0001712127,1330.198
-0.1837638,-0.04905161,-6.225161e-05,1331.106
-0.3927283,0.289028,0.001124681,1331.276
-0.6340705,0.5438237,0.001560474,1331.953
-1.052813,0.8929161,-0.0008648509,1333.179
-1.4262,1.126881,-0.002443529,1335.517
-1.477947,1.148918,-0.001252906,1337.23
-1.416599,1.160661,0.0001271386,1337.343
-1.413762,1.237917,-0.001694703,1337.802
-1.403377,1.350449,-0.001996147,1338.902
-1.299976,1.45164,-0.001929395,1339.287
-1.117891,1.512525,-0.002144712,1338.338
-0.9397194,1.558013,-0.001351611,1336.598
-0.9395604,1.639238,-0.001604555,1337.135
-1.123278,1.760455,-0.00237521,1341.454
-1.19521,1.923561,-0.005229033,1344.35
-0.907876,2.087831,-0.004899161,1343.842
-0.5442175,1.886678,0.007206627,1343.692
-1.152321,0.724697,0.01396807,1344.308
0.6496366,0.3306125,-0.00811396,1314.099
0.5428033,0.4218528,0.000129864,1314.75
0.3523775,0.5573851,-0.0009817827,1316.688
0.1719688,0.7011007,-0.002337023,1316.565
0.04673307,0.8428181,-0.001938389,1314.243
-0.05480919,1.012745,-0.001320967,1313.298
-0.04179299,1.241827,-0.0017731,1313.923
0.2518843,1.34866,-0.004687924,1313.539
0.652404,1.229796,-0.003112475,1311.885
0.9501317,1.117736,0.001421267,1311.652
1.081191,1.320388,0.002420097,1314.102
1.185358,1.774605,-0.0005731861,1317.196
1.293199,2.093184,-0.0004749029,1318.77
1.19811,2.067935,0.001168175,1319.775
0.7679887,1.91334,0.001173667,1321.306
0.0559826,1.890309,0.003643995,1322.473
-0.4940746,1.643803,0.002058383,1323.957
-0.5639864,1.088059,0.001258578,1326.219
-0.3373807,0.6266195,0.0008914098,1327.041
-0.1732681,0.2552656,0.001183896,1325.102
-0.1932668,0.05989865,0.0003943899,1326.417
-0.38734,-0.3701819,0.006110574,1329.07
-1.263097,-1.19008,-0.01655869,1334.657
-2.177783,-1.885304,-0.1671909,1374.545
-2.140682,-1.922029,-0.36684,1448.886
-1.531211,-1.79879,-0.554877,1628.222
-0.6686425,-1.515551,-0.3458006,1874.139
-0.1639665,-1.024614,-0.2347972,1845.393
-0.1419522,-0.6587638,-0.2134111,1553.911
0.3626017,-0.4964672,-0.07593501,1363.161
0.6508862,-0.3305736,0.002549104,1329.355
0.4481978,-0.2244439,-0.0006306595,1330.23
0.1398004,-0.09544908,-0.0008214675,1329.636
-0.1039809,0.08272002,-0.0002640174,1328.892
-0.3241468,0.2809287,0.0002235118,1329.528
-0.5460708,0.4771213,0.0007835462,1331.443
-0.789818,0.7286345,-0.0002978054,1332.957
-1.137575,1.01097,-0.0001978217,1334.403
-1.387305,1.146665,0.0004693012,1335.735
-1.398179,1.219677,-0.0007358969,1336.644
-1.37384,1.328725,-0.0009440175,1337.497
-1.289968,1.451247,-0.0007641214,1338.089
-1.114781,1.525936,-0.0005076232,1337.745
-0.8916525,1.534628,0.000190992,1337
-0.7270805,1.534762,0.001304081,1336.903
-0.7406942,1.655702,0.004730336,1338.207
-0.9163032,1.94955,-0.001658364,1340.993
-0.9171511,2.206659,-0.003807687,1342.877
-0.4960073,2.129071,0.001374413,1342.809
-0.4944279,1.310559,0.02249838,1345.208
-2.513464,0.01239032,-0.07619962,1355.122
0.5611238,0.4782391,-0.0003156551,1311.811
0.4732958,0.5614385,-0.000230791,1311.819
0.3538729,0.7142575,-0.0005101638,1312.887
0.241193,0.8826255,-0.001585665,1313.185
0.1341046,1.01374,-0.001181843,1312.657
0.05959433,1.147784,0.00209263,1312.733
0.06360556,1.293733,0.000977435,1313.959
0.2408324,1.324911,-0.0002757525,1313.989
0.4011041,1.171308,-0.0002650298,1312.692
0.4634516,0.9924087,0.000712665,1312.842
0.5287054,0.979979,-0.0004719846,1313.266
0.6947879,1.068619,0.0003148697,1313.982
0.7809715,1.260226,0.003545142,1316.018
0.3898185,1.346864,0.00451004,1318.639
-0.05791617,1.26406,0.002717206,1321.25
-0.2088688,1.147099,0.001528221,1322.274
-0.1755882,0.8443454,0.001676604,1323.319
-0.003862218,0.3676964,0.001157283,1325.115
0.145562,0.115882,0.001119099,1326.152
0.1453036,-0.008531981,0.001477434,1326.29
0.09848563,-0.1379211,0.001147328,1327.5
-0.1251362,-0.7159079,0.01534572,1328.171
-1.034785,-1.717267,-0.08203892,1343.99
-1.746838,-2.375832,-0.3247643,1426.682
-1.55823,-2.375903,-0.492321,1532.015
-1.084718,-2.33116,-0.5837179,1698.906
-0.5139759,-2.332037,-0.1501661,1945.254
0.2780813,-1.184759,-0.1123737,1922.181
0.2687274,0.01143751,-0.2496685,1604.06
0.3016537,0.3023907,-0.0862506,1377.231
0.488606,0.3266777,-0.0014405,1327.119
0.29713,0.3053958,-0.001062377,1327.563
0.04974126,0.2642812,-0.001118564,1326.983
-0.1488229,0.260553,-0.0001398436,1326.518
-0.3480066,0.3314872,-0.0002781874,1328.448
-0.5443326,0.4727671,0.0001408586,1331.645
-0.7193914,0.649915,-6.619091e-05,1333.697
-0.9449112,0.8900759,-0.00104262,1334.509
-1.181448,1.113384,-0.001035752,1335.329
-1.274352,1.257534,-0.001065871,1336.582
-1.22649,1.401792,-0.002128797,1337.382
-1.089661,1.499806,-0.0004188383,1337.692
-0.8959938,1.483756,-0.0004737781,1337.954
-0.6971425,1.335043,-0.005670464,1338.509
-0.6013858,1.172429,-0.0006975035,1339.147
-0.6107553,1.256867,0.001601084,1339.345
-0.6827929,1.608561,-0.0004854213,1340.685
-0.6428969,1.776883,0.0005334637,1343.035
-0.4913137,1.514554,0.007909118,1343.994
-1.226263,0.6974098,0.01112645,1350.322
-3.807688,0.06550924,-0.1752323,1373.129
0.467945,0.5513617,0.002651136,1311.163
0.4074505,0.5930858,0.001899085,1312.422
0.3654673,0.7158741,0.001276583,1314.49
0.355092,0.9025982,0.0002537684,1314.893
0.32222,1.067876,0.002011482,1315.052
0.3032622,1.18062,0.003093709,1315.82
0.3643762,1.343639,0.001447653,1317.001
0.5077157,1.424483,-0.0001396196,1316.809
0.597505,1.319309,0.0003359487,1315.244
0.5992178,1.145389,-3.404746e-05,1314.936
0.588202,0.9678178,-0.0008318597,1314.893
0.5941172,0.7741893,0.001143548,1315.094
0.4608614,0.7349669,0.002149337,1317.002
0.2058626,0.7037399,0.002791974,1319.666
0.0322592,0.5141253,0.00140077,1321.835
0.157914,0.2587186,0.0006583423,1322.58
