u,v,w,hgt
-1.060186,1.006493,-0.02213036,1403.559
-1.252948,0.7410705,0.003412608,1326.293
-1.450395,0.9194971,0.004573308,1326.574
-1.657761,1.059018,0.006766175,1326.422
-1.815572,1.147523,0.01070102,1326.017
-1.9098,1.182322,0.01815949,1325.768
-1.972796,1.171719,0.03054629,1326.638
-2.046455,1.123892,0.04381943,1327.903
-2.173475,1.087137,0.05160171,1328.626
-2.373631,1.09896,0.04232414,1329.138
-2.605756,1.138651,0.02817264,1329.742
-2.794216,1.161952,0.02195713,1330.289
-2.910071,1.160461,0.0218817,1329.643
-2.98963,1.14871,0.009003858,1329.219
-3.02568,1.125448,-0.0004649595,1330.741
-2.995775,1.096101,0.0002440734,1331.803
-2.94465,1.038214,0.001381348,1332.37
-2.932856,0.899309,-0.004559214,1335.788
-2.94378,0.7108596,-0.01339646,1341.261
-2.88847,0.5380488,-0.01372873,1343.236
-2.695841,0.4154984,-0.00391786,1340.132
-2.433579,0.3100361,0.003664383,1337.66
-2.213657,0.2033623,0.004506354,1339.163
-2.102863,0.1068248,0.006125807,1342.245
-2.083076,0.01707097,0.01139606,1344.834
-2.10339,-0.09401876,0.01670118,1345.71
-2.143029,-0.1933524,0.009898387,1346.04
-2.160334,-0.1939818,0.001847343,1345.8
-2.121692,-0.08818597,0.001929703,1345.096
-2.104738,-0.1197119,0.07531479,1346.39
-2.213366,-0.6036375,0.1615988,1349.814
-2.420629,-1.201948,-0.06764814,1378.158
-2.557539,-1.458282,-0.3703466,1477.192
-2.488827,-1.153891,-0.2242768,1570.902
-2.183219,-0.4301966,0.01564912,1546.197
-2.090742,0.1156711,0.03109407,1476.981
-2.203663,0.4016611,-0.02024369,1440.484
-2.368634,0.952204,-0.04625127,1409.51
-2.446544,1.499461,-0.05627825,1380.714
-2.488171,1.688363,-0.05358416,1373.929
-2.403705,1.684031,-0.03589453,1377.863
-2.287447,1.687214,-0.02490764,1378.108
-2.21129,1.711496,-0.02791649,1379.166
-2.141245,1.695386,-0.03060661,1380.408
-2.059252,1.632733,-0.03524574,1382.742
-1.973882,1.535911,-0.03427132,1386.068
-1.869885,1.441798,-0.02835178,1388.003
-1.749639,1.368538,-0.0287467,1389.88
-1.612429,1.305511,-0.02384365,1392.113
-1.484179,1.181517,-0.01699226,1395.159
-1.392542,1.005904,-0.02147472,1398.23
-1.273611,0.899638,-0.02989754,1395.887
-1.182656,0.8562418,0.002616487,1326.491
-1.361286,1.014917,0.004759571,1327.389
-1.544962,1.136232,0.01028139,1327.265
-1.704724,1.204371,0.01160874,1327.552
-1.828914,1.216055,0.01369768,1328.859
-1.913665,1.189455,0.01731174,1330.104
-1.99231,1.145409,0.02849688,1330.141
-2.117062,1.120252,0.04172718,1329.76
-2.338775,1.130666,0.04403519,1330.157
-2.635269,1.160872,0.03002549,1331.489
-2.915019,1.181369,0.0196553,1332.119
-3.109651,1.181508,0.02247017,1329.896
-3.255273,1.15384,0.01237979,1328.58
-3.367489,1.091994,-0.005643127,1330.974
-3.416925,1.003182,-0.005725041,1332.582
-3.424046,0.8801976,0.002684592,1332.571
-3.453762,0.7012842,-0.01083525,1334.749
-3.479459,0.5229267,-0.02831191,1339.96
-3.40999,0.4163928,-0.02253082,1342.665
-3.179031,0.3904286,0.0002047405,1339.852
-2.927589,0.361244,0.01012589,1338.427
-2.809619,0.2986566,0.01507139,1340.264
-2.824301,0.2064096,0.02286799,1342.498
-2.892972,0.09205934,0.01820993,1344.899
-2.948452,-0.01719529,0.01220034,1346.215
-2.951544,-0.08222623,0.01479845,1345.196
-2.920729,-0.07239109,0.01899835,1343.375
-2.89947,-0.01300667,0.01490778,1343.991
-2.893234,-0.01908682,0.06508705,1347.046
-2.897143,-0.3468869,0.133401,1350.111
-2.925963,-0.8846884,-0.08017685,1377.584
-2.988788,-1.027288,-0.3078479,1454.963
-2.897065,-0.4472411,-0.1546328,1499.957
-2.628521,0.4004077,0.02142048,1448.7
-2.626511,0.8433923,-0.002948027,1392.779
-2.743172,1.045663,-0.0321122,1378.983
-2.827206,1.35725,-0.002540338,1370.154
-2.793768,1.648638,-0.000621561,1366.08
-2.669234,1.761777,-0.02412309,1369.923
-2.522263,1.765972,-0.02353041,1371.661
-2.399995,1.75343,-0.02270525,1370.98
-2.301642,1.710868,-0.02340053,1371.141
-2.203094,1.624541,-0.02036784,1372.684
-2.111614,1.514749,-0.02191762,1374.266
-2.035309,1.416754,-0.02510257,1376.355
-1.957108,1.33691,-0.02525932,1379.966
-1.862795,1.262797,-0.02104694,1382.302
-1.762923,1.166074,-0.01985614,1384.754
-1.675869,1.021658,-0.02184113,1389.751
-1.578874,0.9010761,-0.02213001,1388.672
-1.406,0.8815058,-0.01335962,1381.765
-1.126412,0.9590097,0.0003344034,1329.017
-1.287507,1.099897,0.001708278,1330.479
-1.449971,1.204259,0.005147782,1331.052
-1.60623,1.265025,0.01034749,1330.808
-1.74958,1.284946,0.008919836,1330.998
-1.88202,1.270271,0.009391638,1331.404
-2.012855,1.244095,0.01468351,1330.705
-2.181334,1.225679,0.02757584,1329.751
-2.439902,1.22056,0.04000185,1329.631
-2.788066,1.216708,0.03300945,1330.631
-3.135949,1.206266,0.0216888,1331.513
-3.40009,1.180407,0.02316968,1329.599
-3.588121,1.117284,0.01589243,1327.887
-3.751288,1.005953,0.001429505,1329.853
-3.851176,0.8755391,-0.007798119,1331.947
-3.8716,0.755136,-0.001521982,1331.62
-3.844949,0.6505563,0.004171342,1330.26
-3.783648,0.5963719,-0.002815344,1331.83
-3.706169,0.5989923,-0.004441535,1335.842
-3.605676,0.6169004,0.01317774,1337.574
-3.54813,0.5844855,0.01292655,1339.402
-3.57111,0.4861298,0.01485365,1341.393
-3.630877,0.3516558,0.01879956,1342.182
-3.672819,0.2121711,0.009166044,1343.503
-3.681084,0.1061585,0.003510791,1344.982
-3.655588,0.05037438,0.01188482,1345.368
-3.621712,0.02247534,0.02089028,1344.263
-3.598479,-0.0003590684,0.01561996,1344.876
-3.552293,-0.05842052,0.03902898,1347.938
-3.471515,-0.2472339,0.05947391,1350.733
-3.422272,-0.4615807,-0.05010374,1373.641
-3.420023,-0.2746192,-0.1360051,1411.948
-3.319122,0.4729716,-0.05654325,1410.362
-3.161484,1.118776,0.01229504,1375.641
-3.142674,1.285942,-0.003424273,1357.404
-3.115792,1.427045,-0.02473055,1359.614
-3.03025,1.591192,-0.0198865,1364.875
-2.883719,1.709303,-0.02374696,1366.1
-2.71861,1.761498,-0.02692902,1365.886
-2.589942,1.742874,-0.0274297,1366.078
-2.483783,1.69626,-0.02292173,1366.001
-2.376498,1.623779,-0.01637658,1365.863
-2.260077,1.533368,-0.01131974,1366.455
-2.154273,1.444447,-0.009403439,1366.668
-2.07425,1.362505,-0.0112279,1367.724
-2.012936,1.275743,-0.01507309,1371.328
-1.951025,1.18088,-0.01204319,1374.137
-1.88452,1.061116,-0.009933411,1377.876
-1.802919,0.9440791,-0.01483241,1380.762
-1.652475,0.903176,-0.003445743,1376.213
-1.500907,0.8940402,0.007130228,1375.952
-1.057234,1.048702,-0.0006629623,1331.153
-1.195967,1.175682,0.00104258,1332.083
-1.346602,1.268885,-0.002106839,1332.987
-1.494277,1.335862,0.005212804,1331.679
-1.656417,1.376939,0.007921039,1330.282
-1.851767,1.390086,0.006959388,1330.608
-2.073447,1.382921,0.008566004,1330.455
-2.316398,1.366204,0.01790795,1329.648
-2.622303,1.331851,0.02978071,1329.357
-2.992525,1.273196,0.03625807,1329.826
-3.347904,1.203587,0.03081599,1330.451
-3.621647,1.132334,0.02637934,1329.322
-3.818239,1.03879,0.01903588,1328.193
-3.99018,0.9326038,-0.00200204,1330.196
-4.105096,0.8511095,-0.01747511,1332.807
-4.141032,0.8252649,-0.009852493,1332.956
-4.105322,0.8576791,0.009575679,1331.419
-4.04192,0.9060405,0.01959353,1331.486
-4.020253,0.9277894,0.01221471,1334.722
-4.053172,0.8825554,0.006796827,1338.751
-4.120024,0.7613302,0.0007619805,1341.751
-4.175533,0.6026643,0.0004726884,1342.713
-4.194169,0.4499908,0.001990318,1342.784
-4.175571,0.3136496,0.005147491,1343.249
-4.137418,0.201874,0.0005831873,1344.433
-4.105916,0.1130774,0.00204036,1345.696
-4.08171,0.02456049,-0.01032544,1346.25
-4.044494,-0.04904284,-0.03048042,1349.672
-3.95265,-0.07334724,-0.01118143,1353.372
-3.832276,-0.03611634,0.005318357,1353.893
-3.764995,0.1092274,-0.01831806,1364.178
-3.716737,0.5289448,-0.007281056,1374.367
-3.58046,1.114426,0.02411787,1363.88
-3.4436,1.447605,0.009110853,1354.202
-3.330884,1.523102,-0.01866995,1357.793
-3.208666,1.600114,-0.02168953,1361.345
-3.057548,1.676525,-0.02552562,1361.85
-2.903272,1.706384,-0.02481974,1361.73
-2.763951,1.695492,-0.02575702,1361.271
-2.65169,1.663745,-0.02443596,1360.99
-2.553625,1.619159,-0.02222332,1361.435
-2.443883,1.571262,-0.01374783,1361.772
-2.321363,1.51106,-0.004145562,1361.651
-2.205964,1.439541,0.001268652,1361.506
-2.120224,1.359292,0.000904681,1362.818
-2.067925,1.260224,-6.169511e-05,1364.834
-2.038212,1.134203,-0.001077079,1368.011
-2.002284,1.008664,-0.01030221,1374.363
-1.903651,0.949155,0.002616503,1374.276
-1.771481,0.9446723,0.01181794,1371.376
-1.71695,0.838053,0.002366729,1380.15
-0.9703271,1.134767,0.0002493609,1330.422
-1.088613,1.251026,0.002156388,1330.263
-1.231477,1.343332,-0.0005865912,1329.862
-1.388598,1.417308,0.003063726,1328.982
-1.590076,1.47604,0.006053311,1328.857
-1.852824,1.51039,0.005466633,1330.088
-2.148574,1.51926,0.007521145,1330.285
-2.46204,1.492311,0.01529038,1329.464
-2.801034,1.417598,0.02584001,1329.337
-3.152712,1.303141,0.03297366,1330.027
-3.453678,1.180005,0.02787621,1330.985
-3.667702,1.082772,0.02166796,1330.472
-3.845265,1.008687,0.006450507,1330.167
-4.019737,0.9793972,-0.01396304,1332.058
-4.163751,1.02764,-0.01572313,1333.653
-4.238249,1.135547,-0.004381099,1333.609
-4.241147,1.228343,0.00720376,1333.928
-4.235884,1.245985,0.01608633,1335.086
-4.270044,1.165398,0.008944151,1336.616
-4.319183,1.005223,-0.007858614,1339.963
-4.342208,0.8273899,-0.008450058,1342.454
-4.353431,0.666351,0.006943063,1341.193
-4.348091,0.5040733,-0.002127351,1341.026
-4.338199,0.344725,-0.01452923,1344.024
-4.329626,0.1921574,-0.01290895,1346.414
-4.346477,0.0336617,-0.03762715,1347.646
-4.363448,-0.1054337,-0.104942,1356.964
-4.2994,-0.1393124,-0.0950349,1369.684
-4.100185,0.008049454,-0.01373944,1365.159
-3.907441,0.2826014,0.01395653,1354.785
-3.809468,0.6413244,0.007276748,1354.819
-3.716562,1.056024,0.01925034,1355.149
-3.577151,1.376177,0.02085929,1353.767
-3.442275,1.529687,0.004011794,1354.433
-3.308922,1.587957,-0.01005634,1355.01
-3.191851,1.619693,-0.02667395,1356.531
-3.063195,1.63579,-0.02765746,1358.371
-2.934905,1.634863,-0.02322615,1358.527
-2.808492,1.629806,-0.012795,1357.171
-2.696473,1.624287,-0.01187287,1356.038
-2.600624,1.604111,-0.011289,1356.83
-2.503818,1.573474,-0.00892943,1358.363
-2.402446,1.528611,0.0004142406,1359.785
-2.304151,1.46017,0.003213705,1361.055
-2.229244,1.368157,0.005637854,1362.086
-2.183353,1.26122,0.01083339,1362.773
-2.182582,1.119201,0.002455279,1367.83
-2.180626,0.9922291,-0.009115253,1374.865
-2.102827,0.9566082,0.006344493,1373.253
-2.027016,0.8943493,0.007873251,1373.463
-2.045455,0.6765091,-0.008622872,1383.314
-0.9162305,1.203947,0.001166901,1331.482
-1.01931,1.31662,0.0005453092,1329.857
-1.162971,1.41357,0.003040196,1327.88
-1.353025,1.494853,0.003657258,1328.483
-1.605821,1.562361,0.002568911,1330.188
-1.912172,1.610421,0.0009660664,1331.434
-2.247488,1.616344,0.005871116,1331.385
-2.586528,1.569819,0.01030336,1330.393
-2.918007,1.467816,0.02761656,1329.59
-3.228536,1.322139,0.03376817,1329.587
-3.47677,1.182677,0.02701139,1330.344
-3.648332,1.113726,0.01445183,1329.92
-3.825103,1.124618,-0.004344903,1329.443
-4.009739,1.218945,-0.01233103,1330.421
-4.159495,1.3806,-0.002158793,1331.041
-4.232442,1.515745,0.008436433,1331.534
-4.24323,1.525713,0.003193875,1334.26
-4.252164,1.395608,-0.001151843,1337.34
-4.290429,1.199264,-0.004055263,1338.678
-4.341792,1.005073,-0.006572851,1339.298
-4.377153,0.83899,0.01574065,1338.454
-4.375405,0.6709647,0.02076149,1337.066
-4.350818,0.4554329,-0.01878107,1340.377
-4.336389,0.2254764,-0.03631916,1347.139
-4.358605,0.02607436,-0.01913199,1349.246
-4.435301,-0.1544596,-0.08279455,1352.436
-4.510024,-0.2606011,-0.1734194,1371.686
-4.407229,-0.1675405,-0.09522888,1384.499
-4.032296,0.1248163,0.01251362,1367.142
-3.673224,0.4873708,0.02876533,1350.495
-3.509166,0.8861189,0.01859158,1349.382
-3.447705,1.212154,0.02691301,1350.354
-3.383359,1.393588,0.0177815,1352.026
-3.311404,1.481932,0.008069608,1352.852
-3.233767,1.529213,0.006194761,1352.078
-3.159235,1.553258,-0.009240673,1352.508
-3.071154,1.565508,-0.02356814,1354.668
-2.966421,1.589054,-0.02050223,1356.331
-2.848539,1.614822,-0.01159102,1355.563
-2.730377,1.630401,-0.002239571,1354.378
-2.639653,1.623544,-0.002174723,1355.434
-2.574821,1.590706,-0.003799428,1357.37
-2.518381,1.540144,-0.006126601,1359.515
-2.46532,1.465306,-0.005369287,1361.487
-2.41606,1.370682,0.002208854,1362.181
-2.398981,1.231842,0.004517914,1364.513
-2.42983,1.055239,-0.008815869,1371.622
-2.447348,0.9255949,-0.01531653,1376.299
-2.403716,0.8698438,0.005832566,1373.931
-2.36136,0.7233406,0.008832728,1373.874
-2.386218,0.4798364,-0.003654849,1380.298
-0.9186106,1.25743,-0.005324683,1334.665
-1.017017,1.370595,-0.0008390056,1332.53
-1.169668,1.469286,-0.003149136,1331.118
-1.393654,1.561007,0.001376546,1331.416
-1.670213,1.641251,-0.001539634,1331.642
-1.985974,1.687806,0.003470847,1330.937
-2.326979,1.685513,0.003071059,1330.527
-2.675513,1.629858,0.01238102,1330.406
-3.010127,1.530214,0.03295847,1328.815
-3.305635,1.399402,0.04068785,1327.451
-3.523673,1.29498,0.03007025,1327.554
-3.668191,1.290738,0.01650264,1326.981
-3.838866,1.399783,0.007204731,1326.564
-3.993646,1.56848,0.007113054,1327.531
-4.062886,1.712439,0.00814317,1328.743
-4.072343,1.72934,0.01177123,1330.89
-4.062024,1.588949,-0.002408657,1334.436
-4.071077,1.366518,-0.02178502,1338.816
-4.129097,1.156211,-0.01670545,1341.992
-4.217174,0.9963073,0.01986706,1339.13
-4.267295,0.8174205,0.04164813,1335.087
-4.209057,0.5512338,0.0169671,1338.299
-4.113173,0.2456571,-0.02532994,1345.822
-4.092213,-0.01725336,-0.007304705,1351.115
-4.106919,-0.226282,0.0121792,1350.998
-4.178346,-0.4016635,-0.102684,1356.974
-4.268345,-0.4300307,-0.25292,1392.108
-4.19459,-0.2124155,-0.1274744,1413.703
-3.769962,0.1010105,0.02459673,1380.257
-3.275022,0.4036071,0.02459683,1350.4
-3.010589,0.8364714,0.01795755,1347.81
-3.013835,1.186708,0.0439989,1347.994
-3.097782,1.342414,0.04232064,1349.06
-3.149912,1.410255,0.02428308,1350.714
-3.153307,1.453325,0.0117811,1351.676
-3.121741,1.494937,-0.001902371,1351.706
-3.06358,1.543022,-0.01736668,1352.797
-2.985286,1.590379,-0.02144488,1354.346
-2.888205,1.630895,-0.02123395,1355.001
-2.795584,1.64474,-0.009126291,1355.772
-2.731885,1.623532,-0.003343937,1356.931
-2.698509,1.572734,-0.00352779,1357.977
-2.686366,1.500259,-0.008265826,1359.234
-2.672527,1.417775,-0.006310033,1359.809
-2.665835,1.305972,0.0008401605,1360.583
-2.689647,1.131364,-0.0008894436,1365.111
-2.733365,0.9466108,-0.006831202,1369.887
-2.751509,0.8200834,-0.009116263,1371.194
-2.732117,0.7198445,0.0006370459,1371.59
-2.695286,0.5567073,0.01339855,1371.333
-2.68854,0.3535145,0.009553696,1373.474
-0.9388388,1.308708,-0.003037754,1334.444
-1.023201,1.439086,-0.004195781,1332.237
-1.187928,1.551634,-0.00589924,1331.217
-1.432336,1.650203,-0.005551869,1331.178
-1.717846,1.727347,-0.0002859905,1330.383
-2.016051,1.780466,0.00505124,1328.026
-2.365842,1.785697,0.01287958,1327.272
-2.742866,1.737495,0.01733597,1328.656
-3.084511,1.656136,0.03611323,1327.784
-3.358492,1.560826,0.04020046,1326.594
-3.545114,1.505269,0.02723547,1327.718
-3.66386,1.56305,0.02390523,1328.261
-3.753078,1.708008,0.02508149,1328.547
-3.77639,1.834028,0.03233536,1329.146
-3.719802,1.843644,0.02133734,1329.653
-3.63262,1.711784,0.008040515,1332.853
-3.555169,1.503421,0.0007631749,1336.825
-3.519945,1.309544,-0.02000896,1340.545
-3.519957,1.166234,-0.02250496,1344.396
-3.518163,1.022706,0.01059854,1342.847
-3.457136,0.772651,0.02225197,1340.877
-3.295238,0.4094092,0.009087925,1345.374
-3.128389,0.04097921,0.01059947,1350.115
-3.048985,-0.2605364,0.04121107,1352.137
-3.046483,-0.5544393,0.0836545,1353.29
-3.155387,-0.8535375,-0.1257476,1360.663
-3.347944,-0.967871,-0.5018259,1439.69
-3.418107,-0.636068,-0.2551015,1506.55
-3.187208,-0.1041747,0.08056167,1430.16
-2.783777,0.1830215,0.04294105,1355.572
-2.485313,0.6505908,0.001344726,1349.165
-2.538985,1.116355,0.05014947,1345.36
-2.773012,1.346472,0.0537797,1346.144
-2.968356,1.405392,0.0379996,1348.925
-3.048009,1.441614,0.01644838,1350.593
-3.072174,1.490381,-0.002207701,1351.401
-3.053491,1.544174,-0.01463727,1352.771
-3.005781,1.595398,-0.01699321,1354.021
-2.947022,1.629153,-0.01517185,1354.894
-2.895977,1.630107,-0.01158769,1355.988
-2.873049,1.587634,-0.006310272,1356.843
-2.871092,1.514403,-0.004342051,1357.234
-2.887126,1.42887,-0.004921492,1357.331
-2.913885,1.333073,0.00540549,1357.067
-2.953527,1.196482,0.00141025,1359.656
-3.006066,1.026284,0.0004990014,1364.039
-3.034957,0.8796661,0.01052694,1363.046
-3.041323,0.7611265,0.004226776,1362.62
-3.041559,0.6381495,-0.002785836,1366.314
-3.027874,0.5056848,0.01413502,1366.302
-3.021098,0.3487969,0.02350724,1366.338
-0.9478347,1.352316,-0.0009475588,1332.629
-1.026486,1.503485,0.0009382575,1329.972
-1.185413,1.645278,0.004156838,1327.429
-1.434033,1.751183,-6.109239e-06,1327.617
-1.72942,1.828004,-0.004881976,1328.275
-2.04392,1.885388,0.007656337,1327.041
-2.389995,1.913986,0.01601789,1326.729
-2.761068,1.887234,0.02514635,1328.27
-3.075245,1.821165,0.03776902,1328.539
-3.27607,1.750973,0.03419798,1328.528
-3.370852,1.731699,0.01822484,1331.028
-3.384808,1.797517,0.01976823,1333.688
-3.348016,1.876926,0.03307798,1334.608
-3.232106,1.865903,0.03504734,1334.59
-3.066625,1.732275,0.02453288,1334.898
-2.896192,1.530061,0.004475798,1338.366
-2.744762,1.357412,0.0003898703,1342.047
-2.630421,1.255404,-0.006317885,1342.321
-2.51633,1.165288,-0.01664683,1343.39
-2.338342,1.013611,-0.01806201,1345.659
-2.097504,0.7453135,-0.008368165,1346.96
-1.84223,0.3995624,-0.001292106,1348.222
-1.597254,0.02333709,0.01605931,1349.723
-1.277471,-0.4354542,0.06656453,1351.216
-1.02111,-0.975669,0.07680842,1358.903
-1.186697,-1.479564,-0.231436,1411.215
-1.845054,-1.646705,-0.5247972,1536.935
-2.337525,-1.030924,-0.1253406,1574.906
-2.340802,-0.1175325,0.09447902,1448.319
-2.179862,0.1041245,0.02435807,1359.986
-1.994334,0.5073795,-0.001767575,1350.39
-2.1198,1.068416,0.03868188,1344.293
-2.481043,1.402751,0.04508033,1345.718
-2.78912,1.452806,0.04471291,1348.719
-2.934767,1.466863,0.03115979,1349.637
-3.013339,1.511396,0.007258866,1350.32
-3.052058,1.559053,-0.01557452,1352.472
-3.05676,1.595432,-0.01749706,1354.525
-3.043132,1.611835,-0.009278247,1354.782
-3.027958,1.594523,-0.004982448,1354.73
-3.035108,1.539623,-0.002575174,1355.528
-3.062199,1.455125,0.001155041,1355.738
-3.098459,1.357558,0.006552421,1356.387
-3.151006,1.246439,0.008724956,1357.972
-3.211722,1.113024,-0.002358997,1360.869
-3.258496,0.9940561,0.0009815011,1362.135
-3.275094,0.9048495,0.01357842,1359.081
-3.286792,0.8054144,0.008668335,1359.553
-3.301062,0.7000943,0.0001210908,1362.015
-3.310277,0.5983879,0.01204881,1361.14
-3.320305,0.4564881,0.03214226,1362.974
-0.9554619,1.389189,-0.002628961,1332.251
-1.059608,1.553556,0.001639949,1331.007
-1.226139,1.714544,0.007697574,1328.958
-1.475983,1.843166,0.01084863,1328.066
-1.776494,1.925037,0.0007070077,1328.053
-2.08474,1.992237,0.007043754,1327.83
-2.385555,2.0272,0.01619065,1328.575
-2.664776,2.009334,0.03018769,1330.255
-2.86998,1.943804,0.03814574,1330.911
-2.947008,1.881444,0.02666832,1331.195
-2.924459,1.855507,0.01106648,1334.612
-2.816524,1.854409,0.0120544,1338.943
-2.650968,1.809438,0.01990525,1340.451
-2.438683,1.666362,0.01832218,1340.761
-2.215886,1.456896,0.009944007,1341.551
-1.997385,1.264046,0.001538274,1343.328
-1.79723,1.14176,0.004125446,1343.258
-1.608385,1.067604,0.005839248,1341.408
-1.382014,0.9596286,-0.003161917,1342.049
-1.078911,0.7868791,-0.01163995,1343.894
-0.7465375,0.560616,-0.01185044,1345.511
-0.463551,0.3160521,-0.00339018,1346.877
-0.20741,0.02115501,0.004836266,1349.998
0.2554094,-0.4897566,0.03457146,1353.163
0.7851512,-1.296661,0.08412969,1379.654
0.8142644,-1.980059,-0.08516257,1519.595
-0.04283956,-1.980644,-0.2623004,1666.097
-1.163743,-0.9701119,0.06261188,1592.485
-1.616248,0.05497737,0.07229988,1427.968
-1.600618,0.1934627,0.003891834,1361.473
-1.578246,0.5331829,0.001024056,1349.092
-1.823741,1.099867,0.02224271,1344.808
-2.268434,1.47498,0.0317588,1346.519
-2.636682,1.524348,0.03984405,1348.672
-2.834437,1.525067,0.03570873,1348.992
-2.963773,1.548505,0.02125003,1349.291
-3.06484,1.575932,-0.002299896,1350.888
-3.127828,1.595263,-0.01523728,1353.537
-3.15863,1.597067,-0.01113514,1354.49
-3.174846,1.565411,0.0002677943,1354.187
-3.199486,1.501278,0.0005231138,1354.935
-3.232238,1.419784,0.009107926,1355.771
-3.273068,1.317893,0.007889051,1357.153
-3.310101,1.213449,0.005322402,1358.635
-3.339645,1.123692,0.003807509,1358.164
-3.357493,1.061646,0.004907983,1356.958
-3.374743,1.00342,-0.001781394,1358.003
-3.394803,0.9319326,-0.00416339,1360.415
-3.425825,0.8589075,-0.002290687,1360.373
-3.45208,0.7681838,0.02102485,1359.786
-3.452632,0.5942281,0.07601782,1361.753
-0.9338475,1.467436,-0.003937973,1331.379
-1.101222,1.627511,-0.004563973,1332.422
-1.304333,1.786455,-0.00373345,1333.715
-1.557116,1.913122,0.0004146113,1332.788
-1.833971,2.001363,-0.001295655,1330.567
-2.095516,2.060404,-0.001498711,1329.878
-2.298551,2.086622,0.01086496,1330.832
-2.451871,2.060612,0.03094502,1331.593
-2.530208,1.982982,0.04029895,1330.824
-2.495991,1.889927,0.02680735,1330.548
-2.353703,1.80911,0.007723441,1334.393
-2.138882,1.702105,0.009249202,1338.975
-1.884179,1.548809,0.01133026,1340.582
-1.625857,1.344445,0.01001822,1340.973
-1.372691,1.134718,0.008662391,1341.32
-1.119379,0.9632361,0.005669655,1341.931
-0.8692441,0.8423396,0.0137706,1341.164
-0.6165362,0.7254923,0.01007437,1341.082
-0.3306363,0.567273,0.009465011,1342.551
-0.02131708,0.3630768,0.009603235,1341.362
0.2505369,0.1257114,0.007252206,1342.491
0.4484246,-0.1023803,0.006105324,1346.101
0.585049,-0.3567123,0.0175513,1350.471
0.840089,-0.8061185,0.01804164,1363.356
1.254689,-1.574133,0.1145621,1417.141
1.609269,-2.308795,0.2445391,1601.127
1.313856,-2.219337,-0.09611516,1781.6
0.2542426,-1.027432,-0.05734712,1690.827
-0.881038,0.04730859,0.060838,1470.161
-1.137851,0.4166835,-0.01334773,1364.703
-1.339395,0.747298,-0.01224293,1347.307
-1.676803,1.206936,0.01244139,1345.953
-2.129893,1.54159,0.02413084,1346.614
-2.52263,1.600659,0.03089786,1347.522
-2.769277,1.59821,0.03416747,1347.693
-2.941802,1.596635,0.03132392,1348.369
-3.083722,1.599794,0.01396264,1349.595
-3.191463,1.600301,-0.003867269,1351.934
-3.2566,1.59148,-0.003048251,1353.646
-3.288913,1.557699,0.003220059,1353.759
-3.316421,1.495545,0.004750092,1354.219
-3.33853,1.415629,0.00701023,1355.318
-3.352437,1.329765,0.01128356,1355.703
-3.354876,1.251538,0.0150852,1354.755
-3.348763,1.195972,0.01972509,1353.014
-3.340717,1.143908,0.01044892,1353.551
-3.331582,1.083526,-0.005165518,1357.87
-3.333462,1.025702,-0.01000177,1360.767
-3.364292,0.9646024,0.004363184,1360.259
-3.373261,0.8495989,0.07876046,1360.109
-3.317298,0.573688,0.1018088,1360.725
-0.8537066,1.582995,-0.003234334,1330.515
-1.086387,1.739235,-0.009125778,1331.167
-1.332299,1.882511,-0.009497722,1333.104
-1.582296,1.982775,-0.007913048,1332.981
-1.814253,2.053473,-0.004430436,1330.659
-1.994875,2.098799,-0.006778663,1329.714
-2.098132,2.108273,0.00656566,1330.339
-2.151301,2.059767,0.03309605,1329.956
-2.149545,1.931391,0.04889079,1328.301
-2.047737,1.7718,0.04835451,1328.068
-1.830508,1.619832,0.03114127,1330.518
-1.551285,1.444385,0.02987988,1333.612
-1.252161,1.23871,0.03316056,1335.186
-0.9455304,1.028877,0.02936726,1336.192
-0.634454,0.8333815,0.02450638,1337.723
-0.3125182,0.6627318,0.02266736,1338.89
0.007433177,0.5036802,0.01538162,1340.373
0.3206303,0.321514,0.01211074,1342.636
0.6256374,0.1177776,0.01621231,1343.458
0.8467409,-0.1162887,0.01587723,1341.519
0.9030089,-0.3658069,0.01185233,1342.834
0.8611883,-0.5960093,0.01994042,1345.487
0.8517271,-0.9093338,0.06477697,1351.074
0.8926779,-1.423231,0.03046937,1390.962
1.144755,-2.047711,0.05552309,1465.302
1.475059,-2.922484,0.2493939,1644.638
1.545233,-3.189945,-0.07005742,1890.556
1.452025,-1.845491,-0.3072423,1861.809
0.06237575,-0.08583707,0.02951033,1570.328
-0.7982627,0.7874734,-0.005787034,1379.578
-1.202793,1.077741,-0.02956814,1345.771
-1.626887,1.367035,-0.001824325,1346.646
-2.076158,1.61929,0.01376244,1346.053
-2.475036,1.68718,0.02075076,1345.308
-2.76043,1.683906,0.02726205,1345.945
-2.964036,1.65903,0.02708402,1347.859
-3.113806,1.639695,0.02156702,1349.373
-3.226986,1.624972,0.008012357,1350.82
-3.299846,1.607543,0.001326086,1352.151
-3.337838,1.569248,0.005995033,1353.061
-3.352475,1.50788,0.007621982,1353.913
-3.355942,1.431718,0.008817852,1354.506
-3.351532,1.352567,0.01121488,1354.161
-3.330733,1.282241,0.01488026,1353.416
-3.299829,1.215884,0.02242434,1353.319
-3.261677,1.135577,0.02008819,1354.623
-3.220125,1.049388,0.01036074,1357.409
-3.186834,0.9724689,0.01321114,1359.294
-3.155803,0.8748341,0.04743109,1359.225
